nameWithOwner,url,releases,createdAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs,totalFiles,stars
mstamy2/PyPDF2,https://github.com/mstamy2/PyPDF2.git,3,2012-01-06,3341,2150,14,1,1,1,0,X,51.35080452261958,A,64.38462115530291,A,3.2743055555555554,540.4762862408696,30.026460346714977,0.06904897722564948,17,3188
mwaskom/seaborn,https://github.com/mwaskom/seaborn.git,18,2012-06-18,16928,10649,81,0,2,9,0,X,100.0,A,100.0,A,0.5,1.0,0.05555555555555555,0.0006666666666666666,92,7348
mwouts/jupytext,https://github.com/mwouts/jupytext.git,81,2018-06-15,22731,15125,207,8,1,1,0,X,87.71270030209203,A,87.71270030209203,A,0.5,6.965784284662087,0.3869880158145604,0.003169925001442313,217,3590
MycroftAI/mycroft-core,https://github.com/MycroftAI/mycroft-core.git,122,2016-05-20,32805,19280,198,0,17,1,0,X,74.9044984393239,A,73.41226192637151,A,1.126984126984127,45.17143127055295,2.509523959475164,0.010566416671474375,216,4387
nameko/nameko,https://github.com/nameko/nameko.git,38,2013-02-26,21871,13802,112,0,10,0,0,X,64.43722665129559,A,67.11347695840215,A,1.0,38.89735285398626,2.160964047443681,0.009254887502163469,122,3516
nate-parrott/Flashlight,https://github.com/nate-parrott/Flashlight.git,46,2014-11-03,10055,6121,51,9,0,1,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,649,5422
nbedos/termtosvg,https://github.com/nbedos/termtosvg.git,12,2018-06-09,2596,1940,13,0,2,0,0,X,55.32810743824071,A,57.849224936917814,A,1.5,36.0,2.0,0.008,15,8891
NervanaSystems/neon,https://github.com/NervanaSystems/neon.git,32,2014-10-16,57598,33495,238,0,4,7,0,X,65.15681534241247,A,67.32862512273807,A,3.6762749445676275,714.3214574362298,39.68452541312388,0.057188943829988986,249,3844
netbox-community/netbox,https://github.com/netbox-community/netbox.git,143,2016-02-29,62967,47203,491,0,39,2,0,X,100.0,A,100.0,A,0,0,0.0,0.0,532,6637
networkx/networkx,https://github.com/networkx/networkx.git,24,2010-09-06,130344,63200,566,0,26,3,0,X,55.99134018864126,A,54.12511465412287,A,2.2222222222222223,379.4749521962829,21.081941788682386,0.05340807416622701,595,7505
nficano/pytube,https://github.com/nficano/pytube.git,3,2012-03-18,5084,3004,32,0,1,0,0,X,63.69658718459938,A,72.61840200311582,A,1.25,97.04492269168665,5.3913845939825915,0.020123178036705366,33,3215
nicolargo/glances,https://github.com/nicolargo/glances.git,19,2011-12-04,20726,11210,104,0,5,0,0,X,69.16822681180028,A,68.11447016277944,A,3.4495798319327733,575.2566975610569,31.958705420058713,0.05108241808752197,109,16233
nl8590687/ASRT_SpeechRecognition,https://github.com/nl8590687/ASRT_SpeechRecognition.git,8,2017-03-06,5798,2953,24,0,0,0,0,X,56.341100872727665,A,56.3956240250304,A,6.988235294117647,6299.244132350671,349.95800735281506,0.3353734775275917,24,3055
NullArray/AutoSploit,https://github.com/NullArray/AutoSploit.git,5,2018-01-30,2781,2027,16,1,8,0,0,X,55.36021818702402,A,76.05480689218392,A,1.5,108.71717876253709,6.039843264585393,0.01732731875348559,25,4130
numenta/nupic,https://github.com/numenta/nupic.git,47,2013-04-05,0,0,0,0,0,0,0,Z,-2,Z,-2,Z,-2,-2,-2,-2,0,6099
nvbn/thefuck,https://github.com/nvbn/thefuck.git,15,2015-04-08,15424,11520,381,0,10,0,0,X,67.19348922601542,A,67.80518514531244,A,1.0,18.094737505048094,1.0052631947248942,0.006031579168349364,391,54039
nvdv/vprof,https://github.com/nvdv/vprof.git,19,2015-06-29,2571,1883,23,0,3,0,0,X,54.07673791349923,A,64.53363155354809,A,1.8,111.34638197484279,6.185910109713488,0.024743640438853954,26,3647
nylas/sync-engine,https://github.com/nylas/sync-engine.git,3,2014-01-15,58514,40113,540,58,34,1,0,X,77.18824222694036,A,84.83922017508102,A,0.5,7.4828921423310435,0.41571623012950243,0.004643856189774725,633,3497
OctoPrint/OctoPrint,https://github.com/OctoPrint/OctoPrint.git,91,2012-12-31,44119,27753,201,0,0,12,0,X,61.82733153658041,A,65.59253437840674,A,2.1818181818181817,173.61538444582672,9.645299135879263,0.026651484454403226,213,4478
offu/WeRoBot,https://github.com/offu/WeRoBot.git,26,2013-01-30,6979,4345,50,0,2,2,0,X,75.37238333916099,A,86.79018422432577,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,54,3643
OmkarPathak/pygorithm,https://github.com/OmkarPathak/pygorithm.git,3,2017-07-31,11447,5216,117,0,2,1,0,X,65.54198670791806,A,71.38385044213702,A,2.2857142857142856,178.58961863209367,9.921645479560759,0.02588726466125215,120,3983
opencv/cvat,https://github.com/opencv/cvat.git,12,2018-06-29,0,0,0,0,0,0,0,Z,-2,Z,-2,Z,-2,-2,-2,-2,0,3740
OpenDroneMap/ODM,https://github.com/OpenDroneMap/ODM.git,13,2014-09-25,9657,6775,70,5,9,0,0,X,62.691125944543316,A,64.17200107901704,A,3.3466666666666667,681.1032214685343,37.83906785936302,0.06591695903750869,84,2718
OpenMined/PySyft,https://github.com/OpenMined/PySyft.git,10,2017-07-18,49655,28168,248,0,45,0,0,X,61.18372208702572,A,69.44830303907338,A,2.0,177.43783897439727,9.85765772079985,0.02723308333814104,293,5802
OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py.git,23,2017-02-22,18646,12311,104,0,2,0,0,X,54.35529437160749,A,64.72487458972887,A,3.49,694.5322435332666,38.585124640737035,0.0664334970969792,106,4232
P0cL4bs/WiFi-Pumpkin-deprecated,https://github.com/P0cL4bs/WiFi-Pumpkin-deprecated.git,16,2015-06-27,0,0,0,0,0,0,0,Z,-3,Z,-3,Z,-3,-3,-3,-3,0,2920
PaddlePaddle/models,https://github.com/PaddlePaddle/models.git,7,2017-04-20,156874,113915,891,3,79,0,0,X,58.90045919535902,A,62.363685034650636,A,3.9,856.8,47.599999999999994,0.07203213491478938,973,4781
pallets/click,https://github.com/pallets/click.git,3,2014-04-24,11424,7697,56,0,2,1,0,X,53.13262840423559,A,58.34772106997502,A,2.083333333333333,201.39780259789495,11.188766810994164,0.025720671786825557,59,9411
pallets/flask,https://github.com/pallets/flask.git,10,2010-04-06,13169,7123,65,0,3,2,0,X,64.14251861072215,A,65.3912693102701,A,1.5,53.77443751081735,2.987468750600964,0.012679700005769252,70,50953
pallets/flask-sqlalchemy,https://github.com/pallets/flask-sqlalchemy.git,9,2010-06-01,3018,1828,32,0,0,0,0,X,58.893054310439574,A,67.86939855716953,A,1.0176470588235293,43.426822396984136,2.4126012442768965,0.016746534469066876,32,3185
pallets/jinja,https://github.com/pallets/jinja.git,7,2010-10-17,15611,10078,55,0,1,4,0,X,46.4892895921294,A,53.349318551234404,A,2.0,310.987994130444,17.277110785024668,0.06935874834541626,60,7118
pallets/werkzeug,https://github.com/pallets/werkzeug.git,13,2010-10-18,22990,14689,108,0,3,6,0,X,53.390106954130125,A,59.87613617842112,A,2.0,90.78242924433289,5.043468291351827,0.018443728153390827,117,5358
pandas-dev/pandas,https://github.com/pandas-dev/pandas.git,60,2010-08-24,151569,94148,467,0,30,33,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1112,25503
pandolia/qqbot,https://github.com/pandolia/qqbot.git,79,2016-07-29,3052,2346,30,11,1,0,0,X,63.27592364730888,A,66.04761190131254,A,2.4913793103448274,220.8513385837533,12.269518810208517,0.028283722134867077,42,3601
persepolisdm/persepolis,https://github.com/persepolisdm/persepolis.git,12,2016-07-15,2522,1422,17,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,57,4238
p-e-w/maybe,https://github.com/p-e-w/maybe.git,5,2016-01-24,795,506,15,0,1,0,0,X,88.80285738704929,A,88.80285738704929,A,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,16,6435
pirate/ArchiveBox,https://github.com/pirate/ArchiveBox.git,9,2017-05-05,2702,1945,11,0,0,0,0,X,53.034575608646755,A,54.86196758159308,A,4.421052631578948,774.3600357683291,43.0200019871294,0.0833512538500632,11,6634
platformio/platformio-core,https://github.com/platformio/platformio-core.git,98,2014-05-09,25243,18916,159,0,0,4,0,X,70.39023071412392,A,70.39023071412392,A,2.5,284.2676750447117,15.792648613595096,0.03367443357463716,163,4160
plotly/dash,https://github.com/plotly/dash.git,22,2015-04-10,17446,12907,84,0,2,0,0,X,58.239602064572864,A,59.300742214062005,A,2.0,139.19326908726248,7.732959393736804,0.022170842508647412,86,12256
plotly/plotly.py,https://github.com/plotly/plotly.py.git,43,2013-11-21,126691,51307,160,0,17,8,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,10462,7174
PokemonGoF/PokemonGo-Bot,https://github.com/PokemonGoF/PokemonGo-Bot.git,7,2016-07-20,16751,12429,97,8,5,2,0,X,54.881479847773264,A,62.100668169874375,A,2.5657894736842106,232.4744490961131,12.915247172006282,0.02861223988875238,112,3633
posativ/isso,https://github.com/posativ/isso.git,21,2012-10-17,6051,3659,39,0,0,0,0,X,66.60136765622906,A,70.97678232519822,A,1.0,18.094737505048094,1.0052631947248942,0.006031579168349364,39,4025
postmanlabs/httpbin,https://github.com/postmanlabs/httpbin.git,4,2011-05-20,3292,1812,8,0,0,0,0,X,72.16651198948975,A,77.98040545769621,A,0.75,11.237779644494513,0.6243210913608062,0.004906890595608518,8,8954
powerline/powerline,https://github.com/powerline/powerline.git,20,2012-06-12,26792,19959,167,0,9,1,0,X,61.73347978512408,A,64.620153756599,A,2.5,237.3436036832175,13.18575576017875,0.029333333333333333,177,11728
pre-commit/pre-commit,https://github.com/pre-commit/pre-commit.git,59,2014-03-13,13053,10013,97,0,10,0,0,X,58.84021965350908,A,59.41876350101691,A,1.0,61.50100655355196,3.4167225863084423,0.01726871868465843,107,4528
PrefectHQ/prefect,https://github.com/PrefectHQ/prefect.git,51,2018-06-29,92140,59313,503,0,25,5,0,X,61.890231846211684,A,71.71035807196513,A,1.0,50.85364479396827,2.825202488553793,0.01383772647454919,533,2751
pritunl/pritunl,https://github.com/pritunl/pritunl.git,447,2013-09-13,25272,19359,232,19,0,10,0,X,61.09124764494748,A,61.53209676799875,A,1.5,45.89253261676786,2.549585145375992,0.010614709844115208,261,2707
psf/black,https://github.com/psf/black.git,2,2018-03-14,819,546,3,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,84,16521
PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle.git,4,2009-10-02,3138,1789,30,10,2,1,0,X,84.50180232375743,A,84.50180232375743,A,1.0,9.804820237218404,0.5447122354010225,0.003934940079072802,43,4080
pydanny/cookiecutter-django,https://github.com/pydanny/cookiecutter-django.git,12,2013-08-14,1749,1116,31,19,5,0,0,X,100.0,A,100.0,A,0,0,0.0,0.0,55,6844
PyGithub/PyGithub,https://github.com/PyGithub/PyGithub.git,24,2012-02-25,32819,19765,202,0,0,3,0,X,83.49236904443005,A,77.52895931393584,A,0.6666666666666666,8.0,0.4444444444444444,0.004,205,3555
pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller.git,24,2011-11-23,44829,21552,864,2,0,1,0,Z,-1,Z,-1,Z,-1,-1,-1,-1,909,6839
pymc-devs/pymc3,https://github.com/pymc-devs/pymc3.git,21,2009-05-05,39315,23211,156,0,1,6,0,X,65.07379747012021,A,67.96662810766132,A,3.467611336032389,785.7209831956061,43.65116573308923,0.07428918663441975,163,5104
pypa/pipenv,https://github.com/pypa/pipenv.git,11,2017-01-20,0,0,0,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,999,20593
pypa/virtualenv,https://github.com/pypa/virtualenv.git,3,2011-03-06,11800,9036,138,0,8,0,0,X,60.50102245237362,A,62.45195732549331,A,1.5,85.26282110210897,4.736823394561609,0.01728293838892246,146,3602
pytest-dev/pytest,https://github.com/pytest-dev/pytest.git,27,2015-06-15,45460,33479,191,0,8,15,0,X,64.56972452526907,A,69.79145097162572,A,1.5,83.25989365817458,4.625549647676365,0.019036774610288017,214,6110
python-attrs/attrs,https://github.com/python-attrs/attrs.git,8,2015-01-27,6218,3524,26,0,1,2,0,X,53.89043921129421,A,73.72285126684399,A,2.2222222222222223,191.88910580995565,10.660505878330868,0.04222809299573285,29,3113
python-pillow/Pillow,https://github.com/python-pillow/Pillow.git,31,2012-07-24,48450,30549,268,0,1,3,0,X,62.843963711498255,A,63.468713633947104,A,2.1213235294117645,364.94660455934815,20.27481136440823,0.05958602946495194,272,7482
python-poetry/poetry,https://github.com/python-poetry/poetry.git,84,2018-02-28,41151,30129,285,0,80,0,0,X,64.85763699954109,A,65.3430852459545,A,1.0,36.0,2.0,0.011229419688230418,365,11162
python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot.git,74,2015-07-07,38999,19933,253,0,8,4,0,X,75.95247804698026,A,72.44484851776939,A,1.25,68.33680652339717,3.796489251299843,0.019931568569324175,265,10893
python-visualization/folium,https://github.com/python-visualization/folium.git,19,2013-05-09,12542,7637,72,0,0,0,0,X,73.38839589321755,A,82.07549268596007,A,1.2,41.43458750793272,2.301921528218484,0.011426239013426116,72,4755
pytorch/fairseq,https://github.com/pytorch/fairseq.git,10,2017-08-29,60582,42358,391,0,8,0,0,X,64.50721623128172,A,69.29629084495681,A,3.125,363.6363636363636,20.2020202020202,0.03678716557125306,399,8261
pytorch/ignite,https://github.com/pytorch/ignite.git,8,2017-11-23,43435,26998,211,0,13,0,0,X,51.118999857131534,A,57.65937281892303,A,3.04,523.5336820261821,29.085204557010115,0.05420902501875005,224,2877
PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning.git,18,2019-03-31,31466,15975,148,0,14,0,0,X,61.2581614734396,A,68.7092239182156,A,2.0,153.561632413651,8.531201800758389,0.024723290586515744,162,6296
pytransitions/transitions,https://github.com/pytransitions/transitions.git,19,2014-10-12,8315,5769,31,0,1,1,0,X,45.931317617506615,A,56.13921171954616,A,2.933333333333333,352.83783257244704,19.60210180958039,0.03920420361916078,33,3033
QingdaoU/OnlineJudge,https://github.com/QingdaoU/OnlineJudge.git,6,2015-08-15,9934,7867,131,0,31,0,0,X,100.0,A,100.0,A,0,0,0.0,0.0,162,3212
Qiskit/qiskit-terra,https://github.com/Qiskit/qiskit-terra.git,55,2017-03-03,130065,67185,773,0,0,7,0,X,83.31217110521614,A,79.71722590688833,A,1.0,15.673014640489694,0.8707230355827608,0.005169925001442312,780,2793
qiyeboy/IPProxyPool,https://github.com/qiyeboy/IPProxyPool.git,2,2016-07-21,1956,1444,30,1,0,0,0,X,85.83443836846635,A,83.5388772570104,A,0.5,4.671614017871911,0.259534112103995,0.002792481250360578,31,3784
QUANTAXIS/QUANTAXIS,https://github.com/QUANTAXIS/QUANTAXIS.git,60,2016-03-29,0,0,0,0,0,0,0,Z,-2,Z,-2,Z,-2,-2,-2,-2,0,3647
quantopian/zipline,https://github.com/quantopian/zipline.git,11,2012-10-19,109583,68811,275,0,12,1,0,X,58.63026882944451,A,64.51015079764987,A,2.6666666666666665,253.53144008769257,14.08508000487181,0.03539939594536321,288,11406
qutebrowser/qutebrowser,https://github.com/qutebrowser/qutebrowser.git,64,2014-06-26,1080,566,6,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,392,5586
r0oth3x49/udemy-dl,https://github.com/r0oth3x49/udemy-dl.git,3,2017-05-01,1275,773,14,0,0,3,0,X,57.95908946861476,A,73.09453940065097,A,2.3,343.54617838778256,19.085898799321253,0.04495248383616436,17,3171
RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim.git,33,2011-02-10,76958,32593,221,0,2,3,0,X,60.518103655918736,A,56.82343430020144,A,2.5,276.9230769230769,15.384615384615383,0.03398342010754868,226,10929
RasaHQ/rasa,https://github.com/RasaHQ/rasa.git,31,2016-10-14,72367,50900,315,0,39,2,0,X,54.877456977243156,A,57.9236114196946,A,1.6666666666666667,186.11226333491712,10.339570185273173,0.03269970273000272,356,8913
ray-project/ray,https://github.com/ray-project/ray.git,34,2016-10-25,156509,104803,876,0,48,0,0,X,59.95379004945967,A,66.82383521320385,A,2.4444444444444446,224.92276627892483,12.495709237718046,0.029603517745128736,924,12036
ReactiveX/RxPY,https://github.com/ReactiveX/RxPY.git,5,2013-03-22,50466,32004,404,0,12,0,0,X,56.63943503695177,A,71.38117688989983,A,1.0,44.735389759625,2.4852994310902776,0.01383772647454919,416,3478
ReFirmLabs/binwalk,https://github.com/ReFirmLabs/binwalk.git,4,2013-11-15,8121,4892,48,0,1,0,0,X,67.9174814360309,A,73.3709059941302,A,3.4,529.4030407150162,29.411280039723128,0.051403058081598056,49,6222
rembo10/headphones,https://github.com/rembo10/headphones.git,22,2011-05-21,50188,29774,170,18,5,12,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,670,2931
reorx/httpstat,https://github.com/reorx/httpstat.git,4,2016-08-30,394,294,2,0,0,0,0,X,64.06031477437188,A,64.06031477437188,A,3.443548387096774,2175.6141878821018,120.86745488233898,0.1142725981631609,2,4113
ritiek/spotify-downloader,https://github.com/ritiek/spotify-downloader.git,22,2016-07-06,6043,3641,63,0,6,0,0,X,100.0,A,100.0,A,0,0,0.0,0.0,69,3853
robinhood/faust,https://github.com/robinhood/faust.git,3,2017-03-08,56217,40414,337,0,47,5,0,X,64.74726792786996,A,66.43725379558951,A,1.0,30.319433158222125,1.6844129532345624,0.009,389,4681
rougier/numpy-100,https://github.com/rougier/numpy-100.git,2,2014-05-27,157,85,2,0,0,0,0,X,70.51684068327837,A,71.21093444336606,A,0.8333333333333334,47.82881967074651,2.6571566483748064,0.014118223477562192,2,5361
rq/rq,https://github.com/rq/rq.git,7,2011-11-14,10337,6887,50,0,2,0,0,X,70.61815476796879,A,78.27759096359989,A,1.125,24.154232191836197,1.3419017884353441,0.006616541669070521,52,7094
rsms/inter,https://github.com/rsms/inter.git,45,2017-08-22,7551,5172,44,10,1,0,0,X,62.81598265884614,A,62.81598265884614,A,5.237394957983193,1586.7929700010045,88.15516500005582,0.09113814643814439,55,10986
rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric.git,19,2017-10-06,34056,22184,464,0,1,0,0,X,55.33316489607085,A,63.780755108388874,A,1.7573529411764706,140.65524087198165,7.814180048443425,0.026651484454403226,465,8072
rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models.git,8,2019-02-02,21488,15579,109,0,1,0,0,X,55.192440096233,A,63.015829992343534,A,4.666666666666667,1151.8711870940137,63.992843727445205,0.08142411520902623,110,4021
s0md3v/Photon,https://github.com/s0md3v/Photon.git,18,2018-03-30,1241,953,17,0,0,0,0,X,72.27274666021094,A,72.27274666021094,A,1.7142857142857142,203.5602880225656,11.308904890142534,0.032,17,6683
s0md3v/XSStrike,https://github.com/s0md3v/XSStrike.git,14,2017-06-26,2112,1805,28,0,0,0,0,X,63.81655547018218,A,63.81655547018218,A,2.5,236.1916674365052,13.121759302028067,0.03285111316526863,28,8100
s3tools/s3cmd,https://github.com/s3tools/s3cmd.git,7,2011-06-07,7231,4982,24,0,0,1,0,X,46.375847290569446,A,49.837533359685764,A,6.737746200594498,5383.069507159551,299.05941706441945,0.23560590937241935,25,3351
saltstack/salt,https://github.com/saltstack/salt.git,140,2011-02-20,49571,29593,134,0,0,15,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,2908,11081
samuelhwilliams/Eel,https://github.com/samuelhwilliams/Eel.git,14,2017-12-27,866,612,17,0,0,0,0,X,100.0,A,100.0,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,17,3624
santinic/pampy,https://github.com/santinic/pampy.git,3,2018-11-08,1262,990,10,0,1,0,0,X,57.77698797618389,A,57.77698797618389,A,1.0714285714285714,29.491516083482182,1.6384175601934545,0.008924812503605783,11,3217
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython.git,2,2017-08-28,661,469,6,1,1,0,0,X,61.50795685690659,A,71.57533602266176,A,1.25,44.208271884194744,2.456015104677486,0.007962406251802891,8,20965
scikit-image/scikit-image,https://github.com/scikit-image/scikit-image.git,3,2011-07-07,92944,45232,540,0,5,0,0,X,66.17315013077916,A,68.20195495488956,A,1.975,119.38321721092905,6.6324009561627255,0.019833623533038334,545,3808
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn.git,19,2010-08-17,147795,72169,541,0,16,2,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,789,41266
scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn.git,26,2014-08-16,18748,11467,108,5,9,0,0,X,66.62527172265955,A,72.35759235643309,A,1.5,135.9810914956727,7.554505083092928,0.026013033339102584,122,4502
scipy/scipy,https://github.com/scipy/scipy.git,43,2011-03-09,91339,44782,268,0,12,8,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,740,7257
scrapy/scrapy,https://github.com/scrapy/scrapy.git,15,2010-02-22,43005,31133,299,0,14,0,0,X,57.1797152363379,A,64.47870825975359,A,1.5,68.33680652339717,3.796489251299843,0.01383772647454919,313,37546
sdispater/pendulum,https://github.com/sdispater/pendulum.git,43,2016-06-27,21243,14471,158,0,24,2,0,X,60.762941762213686,A,60.91722764664106,A,1.0,152.19588895760887,8.455327164311603,0.041717657513270445,184,3950
seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy.git,23,2011-07-08,1675,970,11,0,0,0,0,X,62.645320013249986,A,67.4912933570768,A,2.6315789473684212,361.97072374114396,20.109484652285776,0.04584962500721157,11,7028
sebastianruder/NLP-progress,https://github.com/sebastianruder/NLP-progress.git,3,2018-06-22,480,269,1,0,0,0,0,X,33.664018253158034,A,42.42528565305896,A,8.285714285714286,9826.673449490921,545.9263027494957,0.3953259433703244,1,16076
secdev/scapy,https://github.com/secdev/scapy.git,10,2015-10-01,22356,14929,68,0,0,4,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,288,5348
SecureAuthCorp/impacket,https://github.com/SecureAuthCorp/impacket.git,8,2015-04-15,22528,16031,60,0,0,2,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,256,4956
seemoo-lab/opendrop,https://github.com/seemoo-lab/opendrop.git,2,2019-05-14,1331,897,10,0,0,0,0,X,63.61012278715678,A,68.99261739528758,A,1.5833333333333333,227.13325721983057,12.618514289990587,0.02903554816839679,10,4261
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks.git,2,2012-04-20,0,0,0,0,0,0,0,Z,-3,Z,-3,Z,-3,-3,-3,-3,0,32684
shenweichen/DeepCTR,https://github.com/shenweichen/DeepCTR.git,26,2017-10-07,11735,6059,93,0,4,0,0,X,71.59427407913704,A,78.62816178496963,A,1.5,76.10749561002055,4.228194200556697,0.012684582601670092,97,3532
shobrook/rebound,https://github.com/shobrook/rebound.git,4,2018-02-28,969,687,4,0,2,0,0,X,77.82784507562847,A,77.82784507562847,A,0.75,14.688721875540868,0.8160401041967149,0.005292481250360578,6,3220
simonw/datasette,https://github.com/simonw/datasette.git,49,2017-10-23,14288,11473,62,0,3,3,0,X,51.723524247133795,A,51.723524247133795,A,2.14,314.82054818933733,17.490030454963186,0.052298822447469945,68,3526
SirVer/ultisnips,https://github.com/SirVer/ultisnips.git,3,2011-12-30,12194,8595,80,0,1,0,0,X,53.34459065930343,A,59.250317971851295,A,1.5592709529276694,491.0740628139573,27.281892378553184,0.08414433432202786,81,5416
sivel/speedtest-cli,https://github.com/sivel/speedtest-cli.git,21,2012-09-10,133,77,2,0,0,1,0,X,96.03956726909706,A,96.03956726909706,A,0.75,31.13488456773568,1.7297158093186489,0.006918863237274595,3,9780
skorch-dev/skorch,https://github.com/skorch-dev/skorch.git,7,2017-07-18,16422,10065,54,0,1,1,0,X,54.8962999181549,A,59.429550445296286,A,3.107142857142857,485.0385583477863,26.946586574877017,0.048760489992634604,56,3268
slackapi/python-slackclient,https://github.com/slackapi/python-slackclient.git,34,2014-11-10,16143,11336,100,0,1,1,0,X,75.83679562713739,A,77.04298571725452,A,1.0,11.60964047443681,0.6449800263576005,0.004643856189774725,102,2764
sloria/TextBlob,https://github.com/sloria/TextBlob.git,3,2013-06-30,5829,3624,42,0,1,1,0,X,80.02175370505435,A,85.08846763291538,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,44,7112
smacke/ffsubsync,https://github.com/smacke/ffsubsync.git,6,2019-02-24,4484,3069,25,0,0,0,0,X,68.85345066939695,A,68.85345066939695,A,1.875,42.793987519471216,2.377443751081734,0.009509775004326938,25,4420
snare/voltron,https://github.com/snare/voltron.git,7,2013-06-25,9141,5933,54,0,2,0,0,X,67.49230913618499,A,70.16161404137746,A,0.5,5.943609377704337,0.3302005209835743,0.002377443751081735,56,5170
snipsco/snips-nlu,https://github.com/snipsco/snips-nlu.git,58,2017-02-08,26411,19804,119,0,4,0,0,X,63.986173530973204,A,67.76009929255788,A,1.75,136.22857502740393,7.568254168189108,0.014792983340064125,123,3295
snorkel-team/snorkel,https://github.com/snorkel-team/snorkel.git,11,2016-02-26,13677,7654,124,0,23,0,0,X,68.23694834753519,A,76.34979811620671,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,147,3934
soimort/you-get,https://github.com/soimort/you-get.git,104,2012-08-20,13030,9730,125,0,13,1,0,X,68.21108393555502,A,68.22891669059405,A,2.1818181818181817,161.9583737815895,8.997687432310528,0.024,139,33932
spotify/luigi,https://github.com/spotify/luigi.git,48,2012-09-20,53057,31305,247,0,1,4,0,X,71.11869606516424,A,70.72544449569021,A,1.5,57.65719364395497,3.203177424664165,0.01383772647454919,252,13448
spyder-ide/spyder,https://github.com/spyder-ide/spyder.git,57,2015-02-16,79407,49642,408,2,11,11,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,602,5498
spyoungtech/grequests,https://github.com/spyoungtech/grequests.git,3,2012-05-10,453,274,3,0,0,0,0,X,61.68015225720166,A,70.283999733287,A,2.3076923076923075,216.94995080482573,12.05277504471254,0.031337215116252606,3,3428
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap.git,5,2012-06-26,34341,22528,355,0,2,15,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,445,17513
sripathikrishnan/redis-rdb-tools,https://github.com/sripathikrishnan/redis-rdb-tools.git,9,2012-03-10,2631,2029,19,0,1,1,0,X,58.941911422485475,A,59.002449407799084,A,2.2857142857142856,106.3016990363956,5.905649946466422,0.01383772647454919,21,3750
StackStorm/st2,https://github.com/StackStorm/st2.git,62,2014-04-23,159004,102969,1016,0,154,1,0,X,84.21136826331534,A,83.25985429862001,A,0.5,6.965784284662087,0.3869880158145604,0.0038698801581456034,1171,3856
stamparm/maltrail,https://github.com/stamparm/maltrail.git,10,2014-12-04,5855,4136,86,0,1,1,0,X,76.5036370748824,A,88.80917104164907,A,2.175,94.88726725405158,5.27151484744731,0.01383772647454919,88,3627
stanfordnlp/stanza,https://github.com/stanfordnlp/stanza.git,6,2017-09-26,8554,6305,75,0,9,1,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,121,4323
statsmodels/statsmodels,https://github.com/statsmodels/statsmodels.git,12,2011-06-12,61570,34305,339,0,12,3,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1068,5249
StevenBlack/hosts,https://github.com/StevenBlack/hosts.git,245,2012-04-12,2004,1056,3,0,0,1,0,X,63.6105446329781,A,63.6105446329781,A,1.625,301.34099544960986,16.741166413867216,0.061813537528125094,4,15618
